title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;Investigate further?
Topic-aware social influence propagation models;Nicola Barbieri,    Francesco Bonchi,    Giuseppe Manco;2013;https://link.springer.com/article/10.1007/s10115-013-0646-6;https://link.springer.com/content/pdf/10.1007%2Fs10115-013-0646-6.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;2;50;https://doi.org/10.1007/s10115-013-0646-6;
Substantive and procedural uncertainty;G. Dosi,    M. Egidi;1991;https://link.springer.com/article/10.1007/BF01224917;https://link.springer.com/content/pdf/10.1007%2FBF01224917.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;2;90;https://doi.org/10.1007/BF01224917;
What farmers don't know can't help them: The strengths and weaknesses of indigenous technical knowledge in Honduras;Jeffery W. Bentley;1989;https://link.springer.com/article/10.1007/BF02217666;https://link.springer.com/content/pdf/10.1007%2FBF02217666.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;2;57;https://doi.org/10.1007/BF02217666;
A Review of Medical Image Watermarking Requirements for Teleradiology;Hussain Nyeem,    Wageeh Boles,    Colin Boyd;2013;https://link.springer.com/article/10.1007/s10278-012-9527-x;https://link.springer.com/content/pdf/10.1007%2Fs10278-012-9527-x.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;4;51;https://doi.org/10.1007/s10278-012-9527-x;
Incorporating climate change into systematic conservation planning;Craig R. Groves,    Edward T. Game,    Mark G. Anderson…;2012;https://link.springer.com/article/10.1007/s10531-012-0269-3;https://link.springer.com/content/pdf/10.1007%2Fs10531-012-0269-3.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;1;117;https://doi.org/10.1007/s10531-012-0269-3;
The roles of R&D in new firm growth;Erik Stam,    Karl Wennberg;2009;https://link.springer.com/article/10.1007/s11187-009-9183-9;https://link.springer.com/content/pdf/10.1007%2Fs11187-009-9183-9.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;2;119;https://doi.org/10.1007/s11187-009-9183-9;
Safety for Physical Human–Robot Interaction;Antonio Bicchi Prof,    Michael A. Peshkin Dr.…;2008;https://link.springer.com/referenceworkentry/10.1007/978-3-540-30301-5_58;https://link.springer.com/content/pdf/10.1007%2F978-3-540-30301-5_58.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;6;63;https://doi.org/10.1007/978-3-540-30301-5_58;
Energy-efficient data replication in cloud computing datacenters;Dejene Boru,    Dzmitry Kliazovich,    Fabrizio Granelli,    Pascal Bouvry…;2015;https://link.springer.com/article/10.1007/s10586-014-0404-x;https://link.springer.com/content/pdf/10.1007%2Fs10586-014-0404-x.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;4;62;https://doi.org/10.1007/s10586-014-0404-x;
An Operational Semantics for StAC, a Language for Modelling Long-Running Business Transactions;Michael Butler,    Carla Ferreira;2004;https://link.springer.com/chapter/10.1007/978-3-540-24634-3_9;No PDF available;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;8;181;https://doi.org/10.1007/978-3-540-24634-3_9;
Real-time Motion Tracking from a Mobile Robot;Boyoon Jung,    Gaurav S. Sukhatme;2010;https://link.springer.com/article/10.1007/s12369-009-0038-y;https://link.springer.com/content/pdf/10.1007%2Fs12369-009-0038-y.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;7;53;https://doi.org/10.1007/s12369-009-0038-y;
An autonomous mobile manipulator for assembly tasks;Brad Hamner,    Seth Koterba,    Jane Shi,    Reid Simmons,    Sanjiv Singh;2009;https://link.springer.com/article/10.1007/s10514-009-9142-y;https://link.springer.com/content/pdf/10.1007%2Fs10514-009-9142-y.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;5;59;https://doi.org/10.1007/s10514-009-9142-y;
Sensors for mobile robot navigation;Jorge Lobo,    Lino Marques,    Jorge Dias,    Urbano Nunes…;1998;https://link.springer.com/chapter/10.1007/BFb0030799;No PDF available;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;6;896;https://doi.org/10.1007/BFb0030799;
QoS Provisioning in Wireless/Mobile Multimedia Networks Using an Adaptive Framework;Taekyoung Kwon,    Yanghee Choi,    Chatschik Bisdikian,    Mahmoud Naghshineh;2003;https://link.springer.com/article/10.1023/A%3A1020877007305;https://link.springer.com/content/pdf/10.1023%2FA%3A1020877007305.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;5;64;https://doi.org/10.1023/A:1020877007305;y
Mobile word-of-mouth – A grounded theory of mobile viral marketing;Wolfgang Palka,    Key Pousttchi,    Dietmar G Wiedemann;2009;https://link.springer.com/article/10.1057/jit.2008.37;No PDF available;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;5;79;https://doi.org/10.1057/jit.2008.37;
Pathways to Power;Brian Hayden;1995;https://link.springer.com/chapter/10.1007/978-1-4899-1289-3_2;No PDF available;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;4;108;https://doi.org/10.1007/978-1-4899-1289-3_2;
A Calculus for Orchestration of Web Services;Alessandro Lapadula,    Rosario Pugliese…;2007;https://link.springer.com/chapter/10.1007/978-3-540-71316-6_4;https://link.springer.com/content/pdf/10.1007%2F978-3-540-71316-6_4.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;6;56;https://doi.org/10.1007/978-3-540-71316-6_4;
The Demeter System for Automated Harvesting;Thomas Pilarski,    Michael Happold,    Henning Pangels,    Mark Ollis…;2002;https://link.springer.com/article/10.1023/A%3A1015622020131;https://link.springer.com/content/pdf/10.1023%2FA%3A1015622020131.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;5;51;https://doi.org/10.1023/A:1015622020131;
Globalization and government spending around the world;Geoffrey Garrett;2001;https://link.springer.com/article/10.1007/BF02732706;https://link.springer.com/content/pdf/10.1007%2FBF02732706.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;5;81;https://doi.org/10.1007/BF02732706;
Computation and analysis of image motion: A synopsis of current problems and methods;Amar Mitiche,    Patrick Bouthemy;1996;https://link.springer.com/article/10.1007/BF00131147;https://link.springer.com/content/pdf/10.1007%2FBF00131147.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;7;143;https://doi.org/10.1007/BF00131147;
Influence of temperature and strain rate on slip and twinning behavior of zr;S. G. Song,    G. T. Gray;1995;https://link.springer.com/article/10.1007/BF02669423;https://link.springer.com/content/pdf/10.1007%2FBF02669423.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;4;123;https://doi.org/10.1007/BF02669423;
The Horus location determination system;Moustafa Youssef,    Ashok Agrawala;2008;https://link.springer.com/article/10.1007/s11276-006-0725-7;https://link.springer.com/content/pdf/10.1007%2Fs11276-006-0725-7.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;5;156;https://doi.org/10.1007/s11276-006-0725-7;
Planetary Rover Developments Supporting Mars Exploration, Sample Return and Future Human-Robotic Colonization;Paul S. Schenker,    Terry L. Huntsberger,    Paolo Pirjanian…;2003;https://link.springer.com/article/10.1023/A%3A1022271301244;https://link.springer.com/content/pdf/10.1023%2FA%3A1022271301244.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;7;79;https://doi.org/10.1023/A:1022271301244;
Has Tax Competition Emerged in OECD Countries? Evidence from Panel Data;Hannes Winner;2005;https://link.springer.com/article/10.1007/s10797-005-2915-0;https://link.springer.com/content/pdf/10.1007%2Fs10797-005-2915-0.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;4;54;https://doi.org/10.1007/s10797-005-2915-0;
Low Power Downlink MAC Protocols for Infrastructure Wireless Sensor Networks;Amre El-Hoiydi,    Jean-Dominique Decotignie;2005;https://link.springer.com/article/10.1007/s11036-005-3362-y;https://link.springer.com/content/pdf/10.1007%2Fs11036-005-3362-y.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;7;86;https://doi.org/10.1007/s11036-005-3362-y;y
Deformation by moving interfaces;J. W. Christian Mehl Medalist;1982;https://link.springer.com/article/10.1007/BF02644415;https://link.springer.com/content/pdf/10.1007%2FBF02644415.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;4;114;https://doi.org/10.1007/BF02644415;
Rough Terrain Autonomous Mobility—Part 2: An Active Vision, Predictive Control Approach;Alonzo Kelly,    Anthony Stentz;1998;https://link.springer.com/article/10.1023/A%3A1008822205706;https://link.springer.com/content/pdf/10.1023%2FA%3A1008822205706.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;7;58;https://doi.org/10.1023/A:1008822205706;
Strategy in emerging economies and the theory of the firm;Michael N. Young,    Terence Tsai,    Xinran Wang…;2014;https://link.springer.com/article/10.1007/s10490-014-9373-0;https://link.springer.com/content/pdf/10.1007%2Fs10490-014-9373-0.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;6;62;https://doi.org/10.1007/s10490-014-9373-0;
Indoor location tracking using RSSI readings from a single Wi-Fi access point;G. V. Zàruba,    M. Huber,    F. A. Kamangar,    I. Chlamtac;2007;https://link.springer.com/article/10.1007/s11276-006-5064-1;https://link.springer.com/content/pdf/10.1007%2Fs11276-006-5064-1.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;8;76;https://doi.org/10.1007/s11276-006-5064-1;
Food webs in river networks;Mary Eleanor Power,    William Eric Dietrich;2002;https://link.springer.com/article/10.1046/j.1440-1703.2002.00503.x;https://link.springer.com/content/pdf/10.1046%2Fj.1440-1703.2002.00503.x.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;6;127;https://doi.org/10.1046/j.1440-1703.2002.00503.x;
Electronic Government (E-Government) and Development;Christian Von Haldenwang;2004;https://link.springer.com/article/10.1080/0957881042000220886;No PDF available;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;4;62;https://doi.org/10.1080/0957881042000220886;
A Taxonomy for Radio Location Fingerprinting;Mikkel Baun Kjærgaard;2007;https://link.springer.com/chapter/10.1007/978-3-540-75160-1_9;No PDF available;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;5;98;https://doi.org/10.1007/978-3-540-75160-1_9;
Command shaping for flexible systems: A review of the first 50 years;William Singhose;2009;https://link.springer.com/article/10.1007/s12541-009-0084-2;https://link.springer.com/content/pdf/10.1007%2Fs12541-009-0084-2.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;3;159;https://doi.org/10.1007/s12541-009-0084-2;
Bacterial Foraging Optimization Algorithm: Theoretical Foundations, Analysis, and Applications;Swagatam Das,    Arijit Biswas…;2009;https://link.springer.com/chapter/10.1007/978-3-642-01085-9_2;No PDF available;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;3;52;https://doi.org/10.1007/978-3-642-01085-9_2;
A regional interindustry model for analysis of development objectives;John H. Cumberland;1966;https://link.springer.com/article/10.1007/BF01982510;https://link.springer.com/content/pdf/10.1007%2FBF01982510.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;4;60;https://doi.org/10.1007/BF01982510;
Making the ‘MOST’ out of RFID technology: a research agenda for the study of the adoption, usage and impact of RFID;John Curtin,    Robert J. Kauffman…;2007;https://link.springer.com/article/10.1007/s10799-007-0010-1;https://link.springer.com/content/pdf/10.1007%2Fs10799-007-0010-1.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;9;135;https://doi.org/10.1007/s10799-007-0010-1;
Adaptive Modulation over Nakagami Fading Channels;Mohamed-Slim Alouini,    Andrea J. Goldsmith;2000;https://link.springer.com/article/10.1023/A%3A1008979107539;https://link.springer.com/content/pdf/10.1023%2FA%3A1008979107539.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;2;506;https://doi.org/10.1023/A:1008979107539;
Workflow View Based E-Contracts in a Cross-Organizational E-Services Environment;Dickson K.W. Chiu,    Kamalakar Karlapalem,    Qing Li…;2002;https://link.springer.com/article/10.1023/A%3A1016503218569;https://link.springer.com/content/pdf/10.1023%2FA%3A1016503218569.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;4;54;https://doi.org/10.1023/A:1016503218569;
The impact of agricultural Best Management Practices on water quality in a North German lowland catchment;Q. D. Lam,    B. Schmalz,    N. Fohrer;2011;https://link.springer.com/article/10.1007/s10661-011-1926-9;https://link.springer.com/content/pdf/10.1007%2Fs10661-011-1926-9.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;4;60;https://doi.org/10.1007/s10661-011-1926-9;
Grain boundary segregation in ceramics;W. C. Johnson;1977;https://link.springer.com/article/10.1007/BF02642854;https://link.springer.com/content/pdf/10.1007%2FBF02642854.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;3;60;https://doi.org/10.1007/BF02642854;
Chaos-Based Video Encryption Algorithms;Zhaopin Su,    Shiguo Lian,    Guofu Zhang,    Jianguo Jiang;2011;https://link.springer.com/chapter/10.1007/978-3-642-20542-2_6;No PDF available;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;3;60;https://doi.org/10.1007/978-3-642-20542-2_6;
Nonlocal Image and Movie Denoising;Antoni Buades,    Bartomeu Coll,    Jean-Michel Morel;2008;https://link.springer.com/article/10.1007/s11263-007-0052-1;https://link.springer.com/content/pdf/10.1007%2Fs11263-007-0052-1.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;2;380;https://doi.org/10.1007/s11263-007-0052-1;
Entrepreneurial scientists and entrepreneurial universities in American academic science;Henry Etzkowitz;1983;https://link.springer.com/article/10.1007/BF01097964;https://link.springer.com/content/pdf/10.1007%2FBF01097964.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;3;115;https://doi.org/10.1007/BF01097964;
An innovative methodology for detection and quantification of cracks through incorporation of depth perception;Mohammad R. Jahanshahi,    Sami F. Masri,    Curtis W. Padgett…;2013;https://link.springer.com/article/10.1007/s00138-011-0394-0;https://link.springer.com/content/pdf/10.1007%2Fs00138-011-0394-0.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;5;64;https://doi.org/10.1007/s00138-011-0394-0;
DREAM2S: Deformable Regions Driven by an Eulerian Accurate Minimization Method for Image and Video Segmentation;Stéphanie Jehan-Besson,    Michel Barlaud…;2003;https://link.springer.com/article/10.1023/A%3A1023031708305;https://link.springer.com/content/pdf/10.1023%2FA%3A1023031708305.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;6;96;https://doi.org/10.1023/A:1023031708305;
Cloud computing services: taxonomy and comparison;C. N. Höfer,    G. Karagiannis;2011;https://link.springer.com/article/10.1007/s13174-011-0027-x;https://link.springer.com/content/pdf/10.1007%2Fs13174-011-0027-x.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;5;79;https://doi.org/10.1007/s13174-011-0027-x;
A society of organizations;Charles Perrow;1991;https://link.springer.com/article/10.1007/BF00678095;https://link.springer.com/content/pdf/10.1007%2FBF00678095.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;3;148;https://doi.org/10.1007/BF00678095;
BiosecurID: a multimodal biometric database;J. Fierrez,    J. Galbally,    J. Ortega-Garcia…;2010;https://link.springer.com/article/10.1007/s10044-009-0151-4;https://link.springer.com/content/pdf/10.1007%2Fs10044-009-0151-4.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;4;61;https://doi.org/10.1007/s10044-009-0151-4;
Coordination in Hinterland Transport Chains: A Major Challenge for the Seaport Community;Martijn R. Van Der Horst,    Peter W. de Langen;2015;https://link.springer.com/chapter/10.1057/9781137475770_4;No PDF available;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;10;123;https://doi.org/10.1057/9781137475770_4;
A contingency model for creating value from RFID supply chain network projects in logistics and manufacturing environments;Samuel Fosso Wamba,    Akemi Takeoka Chatfield;2009;https://link.springer.com/article/10.1057/ejis.2009.44;No PDF available;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;7;52;https://doi.org/10.1057/ejis.2009.44;
Survey on Block Matching Motion Estimation Algorithms and Architectures with New Results;Yu-Wen Huang,    Ching-Yeh Chen,    Chen-Han Tsai…;2006;https://link.springer.com/article/10.1007/s11265-006-4190-4;https://link.springer.com/content/pdf/10.1007%2Fs11265-006-4190-4.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;5;87;https://doi.org/10.1007/s11265-006-4190-4;
Robots with Flexible Elements;Alessandro De Luca Prof,    Wayne Book Prof;2008;https://link.springer.com/referenceworkentry/10.1007/978-3-540-30301-5_14;https://link.springer.com/content/pdf/10.1007%2F978-3-540-30301-5_14.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;3;62;https://doi.org/10.1007/978-3-540-30301-5_14;
Globalization and convergence in corporate governance: evidence from Infosys and the Indian software industry;Tarun Khanna,    Krishna G Palepu;2004;https://link.springer.com/article/10.1057/palgrave.jibs.8400103;https://link.springer.com/content/pdf/10.1057%2Fpalgrave.jibs.8400103.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;2;82;https://doi.org/10.1057/palgrave.jibs.8400103;
An introductory note on the environmental economics of the circular economy;Mikael Skou Andersen;2007;https://link.springer.com/article/10.1007/s11625-006-0013-6;https://link.springer.com/content/pdf/10.1007%2Fs11625-006-0013-6.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;2;115;https://doi.org/10.1007/s11625-006-0013-6;
Policy search for motor primitives in robotics;Jens Kober,    Jan Peters;2011;https://link.springer.com/article/10.1007/s10994-010-5223-6;https://link.springer.com/content/pdf/10.1007%2Fs10994-010-5223-6.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;6;84;https://doi.org/10.1007/s10994-010-5223-6;
New directions in research on prostitution;Ronald Weitzer;2005;https://link.springer.com/article/10.1007/s10611-005-1735-6;https://link.springer.com/content/pdf/10.1007%2Fs10611-005-1735-6.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;2;99;https://doi.org/10.1007/s10611-005-1735-6;
Variable neighbourhood search: methods and applications;Pierre Hansen,    Nenad Mladenović,    José A. Moreno Pérez;2010;https://link.springer.com/article/10.1007/s10479-009-0657-6;https://link.springer.com/content/pdf/10.1007%2Fs10479-009-0657-6.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;4;325;https://doi.org/10.1007/s10479-009-0657-6;
A review on IPMC material as actuators and sensors: Fabrications, characteristics and applications;Binayak Bhandari,    Gil-Yong Lee…;2012;https://link.springer.com/article/10.1007/s12541-012-0020-8;https://link.springer.com/content/pdf/10.1007%2Fs12541-012-0020-8.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;4;83;https://doi.org/10.1007/s12541-012-0020-8;
Networked UAVs as aerial sensor network for disaster management applications;M. Quaritsch,    K. Kruggl…;2010;https://link.springer.com/article/10.1007/s00502-010-0717-2;https://link.springer.com/content/pdf/10.1007%2Fs00502-010-0717-2.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;7;85;https://doi.org/10.1007/s00502-010-0717-2;
Sur un théorème de géométrie;H. Poincaré;1912;https://link.springer.com/article/10.1007/BF03015314;https://link.springer.com/content/pdf/10.1007%2FBF03015314.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;2;100;https://doi.org/10.1007/BF03015314;
Value-centric design of the internet-of-things solution for food supply chain: Value creation, sensor portfolio and information fusion;Zhibo Pang,    Qiang Chen,    Weili Han,    Lirong Zheng;2015;https://link.springer.com/article/10.1007/s10796-012-9374-9;https://link.springer.com/content/pdf/10.1007%2Fs10796-012-9374-9.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;6;57;https://doi.org/10.1007/s10796-012-9374-9;
Dynamic Testing of Wholesale Power Market Designs: An Open-Source Agent-Based Framework;Junjie Sun,    Leigh Tesfatsion;2007;https://link.springer.com/article/10.1007/s10614-007-9095-1;https://link.springer.com/content/pdf/10.1007%2Fs10614-007-9095-1.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;2;82;https://doi.org/10.1007/s10614-007-9095-1;
Relationship marketing of services—growing interest, emerging perspectives;Leonard L. Berry;1995;https://link.springer.com/article/10.1177/009207039502300402;https://link.springer.com/content/pdf/10.1177%2F009207039502300402.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;2;1200;https://doi.org/10.1177/009207039502300402;
Future directions for advanced evapotranspiration modeling: Assimilation of remote sensing data into crop simulation models and SVAT models;A. Olioso,    Y. Inoue,    S. Ortega-FARIAS,    J. Demarty…;2005;https://link.springer.com/article/10.1007/s10795-005-8143-z;No PDF available;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;3;52;https://doi.org/10.1007/s10795-005-8143-z;
The Theory of Optimum Currency Areas: A Survey;Yoshihide Ishiyama;1975;https://link.springer.com/article/10.2307/3866482;https://link.springer.com/content/pdf/10.2307%2F3866482.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;3;53;https://doi.org/10.2307/3866482;
On the Use of Subjective Well-Being Data for Environmental Valuation;Susana Ferreira,    Mirko Moro;2010;https://link.springer.com/article/10.1007/s10640-009-9339-8;https://link.springer.com/content/pdf/10.1007%2Fs10640-009-9339-8.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;2;68;https://doi.org/10.1007/s10640-009-9339-8;
Bringing Semantics to Web Services with OWL-S;David Martin,    Mark Burstein,    Drew McDermott,    Sheila McIlraith…;2007;https://link.springer.com/article/10.1007/s11280-007-0033-x;https://link.springer.com/content/pdf/10.1007%2Fs11280-007-0033-x.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;4;208;https://doi.org/10.1007/s11280-007-0033-x;
Migration and Environmental Hazards;Lori M. Hunter;2005;https://link.springer.com/article/10.1007/s11111-005-3343-x;https://link.springer.com/content/pdf/10.1007%2Fs11111-005-3343-x.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;3;131;https://doi.org/10.1007/s11111-005-3343-x;
"Electrical properties and recombination activity of copper, nickel and cobalt in silicon
    ";A.A. Istratov,    E.R. Weber;1998;https://link.springer.com/article/10.1007/s003390050649;https://link.springer.com/content/pdf/10.1007%2Fs003390050649.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;2;177;https://doi.org/10.1007/s003390050649;
Green Tax Reforms and the Double Dividend: an Updated Reader's Guide;A. Lans Bovenberg;1999;https://link.springer.com/article/10.1023/A%3A1008715920337;https://link.springer.com/content/pdf/10.1023%2FA%3A1008715920337.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;2;85;https://doi.org/10.1023/A:1008715920337;
Minimal access surgery (MAS)-related surgeon morbidity syndromes;D. A. G. Reyes,    B. Tang,    A. Cuschieri;2005;https://link.springer.com/article/10.1007/s00464-005-0315-2;https://link.springer.com/content/pdf/10.1007%2Fs00464-005-0315-2.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;4;66;https://doi.org/10.1007/s00464-005-0315-2;
Cost benefit analysis and the art of motorcycle maintenance;Baruch Fischhoff;1977;https://link.springer.com/article/10.1007/BF01712294;https://link.springer.com/content/pdf/10.1007%2FBF01712294.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;3;51;https://doi.org/10.1007/BF01712294;
Dual practice in the health sector: review of the evidence;Paulo Ferrinho,    Wim Van Lerberghe,    Inês Fronteira…;2004;https://link.springer.com/article/10.1186/1478-4491-2-14;https://link.springer.com/content/pdf/10.1186%2F1478-4491-2-14.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;3;65;https://doi.org/10.1186/1478-4491-2-14;
The use of herders’ accounts to map livestock activities across agropastoral landscapes in Semi-Arid Africa;Matthew D. Turner,    Pierre Hiernaux;2002;https://link.springer.com/article/10.1023/A%3A1021238208019;https://link.springer.com/content/pdf/10.1023%2FA%3A1021238208019.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;3;55;https://doi.org/10.1023/A:1021238208019;
Community based innovation: How to integrate members of virtual communities into new product development;Johann Füller,    Michael Bartl,    Holger Ernst,    Hans Mühlbacher;2006;https://link.springer.com/article/10.1007/s10660-006-5988-7;https://link.springer.com/content/pdf/10.1007%2Fs10660-006-5988-7.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;2;176;https://doi.org/10.1007/s10660-006-5988-7;
Additive manufacturing and its societal impact: a literature review;Samuel H. Huang,    Peng Liu,    Abhiram Mokasdar…;2013;https://link.springer.com/article/10.1007/s00170-012-4558-5;https://link.springer.com/content/pdf/10.1007%2Fs00170-012-4558-5.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;2;325;https://doi.org/10.1007/s00170-012-4558-5;
Challenges and obstacles in sharing and coordinating information during multi-agency disaster response: Propositions from field exercises;Nitesh Bharosa,    JinKyu Lee,    Marijn Janssen;2010;https://link.springer.com/article/10.1007/s10796-009-9174-z;https://link.springer.com/content/pdf/10.1007%2Fs10796-009-9174-z.pdf;Mobile+transactions+AND+compensation_SpringerLink.csv;SpringerLink;3;103;https://doi.org/10.1007/s10796-009-9174-z;
Notes on data base operating systems;J. N. Gray;1978;https://link.springer.com/chapter/10.1007/3-540-08755-9_9;https://link.springer.com/content/pdf/10.1007%2F3-540-08755-9_9.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;318;https://doi.org/10.1007/3-540-08755-9_9;
A Quarterly Transactions-based Index of Institutional Real Estate Investment Performance and Movements in Supply and Demand;Jeff Fisher,    David Geltner…;2007;https://link.springer.com/article/10.1007/s11146-007-9001-6;https://link.springer.com/content/pdf/10.1007%2Fs11146-007-9001-6.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;56;https://doi.org/10.1007/s11146-007-9001-6;
Real-time databases;Krithi Ramamritham;1993;https://link.springer.com/article/10.1007/BF01264051;https://link.springer.com/content/pdf/10.1007%2FBF01264051.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;237;https://doi.org/10.1007/BF01264051;
Probing theoretically into Central and Eastern Europe: transactions, resources, and institutions;Klaus E Meyer,    Mike W Peng;2005;https://link.springer.com/article/10.1057/palgrave.jibs.8400167;https://link.springer.com/content/pdf/10.1057%2Fpalgrave.jibs.8400167.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;344;https://doi.org/10.1057/palgrave.jibs.8400167;
Transaction Cost Economics: How It Works Where It is Headed;Oliver E. Williamson;1998;https://link.springer.com/article/10.1023/A%3A1003263908567;https://link.springer.com/content/pdf/10.1023%2FA%3A1003263908567.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;285;https://doi.org/10.1023/A:1003263908567;
The evolution of management accounting;Robert S. Kaplan;1992;https://link.springer.com/chapter/10.1007/978-1-4899-7138-8_27;No PDF available;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;2;54;https://doi.org/10.1007/978-1-4899-7138-8_27;
