title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;Investigate further?;abstract viewed
Distributed Transactions for Semantic Web Workflows-Overcoming the CAP Limitations on Virtual Organizations;DJ Buehrer, CY Wang - … on Parallel and Distributed Processing with …, 2010 - computer.org;2010;https://www.computer.org/csdl/proceedings/ispa/2010/4190/00/4190a465-abs.html;No PDF available;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;y;
Perspectives on the CAP Theorem;S Gilbert, NA Lynch - Computer, 2012 - ieeexplore.ieee.org;2012;https://ieeexplore.ieee.org/iel5/2/5306045/06122006.pdf;https://dspace.mit.edu/openaccess-disseminate/1721.1/79112;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;1;61;No DOI available;y;y
CAP Theorem between Claims and Misunderstandings: What is to be Sacrificed;BW Diack, S Ndiaye, Y Slimani - International Journal of …, 2013 - pdfs.semanticscholar.org;2013;https://pdfs.semanticscholar.org/da09/4277db85e5468444a0efe08dcc4a7179631c.pdf;https://pdfs.semanticscholar.org/da09/4277db85e5468444a0efe08dcc4a7179631c.pdf;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;y;
Migrating a mobile application towards a distributed database for simplified synchronisation;K Lorenzen - 2013 - diva-portal.org;2013;http://www.diva-portal.org/smash/record.jsf?pid=diva2:668896;http://www.diva-portal.org/smash/get/diva2:668896/FULLTEXT01.pdf;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;y;
The cap theorem versus databases with relaxed acid properties;L Frank, RU Pedersen, CH Frank… - Proceedings of the 8th …, 2014 - dl.acm.org;2014;https://dl.acm.org/citation.cfm?id=2557981;No PDF available;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;y;y
A Critique of the CAP Theorem;M Kleppmann - arXiv preprint arXiv:1509.05393, 2015 - arxiv.org;2015;https://arxiv.org/abs/1509.05393;https://arxiv.org/pdf/1509.05393;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;1;9;No DOI available;y;
Consistency Models for Mobile Games with Cloud Databases;B Norling - 2015 - diva-portal.org;2015;http://www.diva-portal.org/smash/record.jsf?pid=diva2:852810;http://www.diva-portal.org/smash/get/diva2:852810/FULLTEXT01.pdf;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;y;
CAP on mobility control for 4G LTE networks;Y Li, Z Yuan, C Peng, S Lu - Proceedings of the 3rd Workshop on Hot …, 2016 - dl.acm.org;2016;https://dl.acm.org/citation.cfm?id=2980120;http://metro.cs.ucla.edu/papers/hotwireless16.pdf;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;y;
Building mobile multimedia services: a hybrid cloud computing approach;Dejan Kovachev,    Yiwei Cao,    Ralf Klamma;2014;https://link.springer.com/article/10.1007/s11042-012-1100-6;https://link.springer.com/content/pdf/10.1007%2Fs11042-012-1100-6.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;10;15;https://doi.org/10.1007/s11042-012-1100-6;y;
Optimistic Replication and Resolution;Marc Shapiro;2018;https://link.springer.com/referenceworkentry/10.1007/978-1-4614-8265-9_258;https://link.springer.com/content/pdf/10.1007%2F978-1-4614-8265-9_258.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;141;No cite count available;https://doi.org/10.1007/978-1-4614-8265-9;y;
Internet eco system for transacting information and transactional data for compensation;A Hadi - US Patent App. 12/317,759, 2009 - Google Patents;2009;https://patents.google.com/patent/US20090177529A1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;82;No DOI available;y;
Handling disconnection in mobile database transaction;Romani Farid Ibrahim;2011;https://ieeexplore.ieee.org/document/6111015/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6111015;Mobile+transactions+AND+compensation_IEEEXplore.csv;IEEEXplore;2;1;10.1109/ICAICT.2011.6111015;y;
Consistency management strategies for data replication in mobile ad hoc networks;T Hara, SK Madria - 2009 - scholarsmine.mst.edu;2009;http://scholarsmine.mst.edu/comsci_facwork/180/;http://scholarsmine.mst.edu/cgi/viewcontent.cgi?article=1179&context=comsci_facwork;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;2;103;No DOI available;y;y
SSUM: smart server update mechanism for maintaining cache consistency in mobile environments;K Mershad, H Artail - IEEE Transactions on Mobile Computing, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5383361/;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;1;39;No DOI available;y;y
System and method of managing contactless payment transactions using a mobile communication device as a stored value device;A Sun, PC An, YC Lo, CH Lee, CW Pang… - US Patent …, 2011 - Google Patents;2011;https://patents.google.com/patent/US8014755B2/en;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;11;338;No DOI available;y;
Transaction method with a mobile apparatus;R Ritter - US Patent 8,165,965, 2012 - Google Patents;2012;https://patents.google.com/patent/US8165965B2/en;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;2;93;No DOI available;y;
Systems and methods to secure transactions via mobile devices;R Hirson, M Niejadlik - US Patent 8,412,626, 2013 - Google Patents;2013;https://patents.google.com/patent/US8412626B2/en;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;6;141;No DOI available;y;
DCIM: Distributed cache invalidation method for maintaining cache consistency in wireless mobile networks;K Fawaz, H Artail - IEEE Transactions on Mobile Computing, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6148232/;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;1;47;No DOI available;y;y
Simba: Tunable end-to-end data consistency for mobile apps;D Perkins, N Agrawal, A Aranya, C Yu, Y Go… - Proceedings of the …, 2015 - dl.acm.org;2015;https://dl.acm.org/citation.cfm?id=2741974;https://web.eecs.umich.edu/~harshavm/papers/eurosys15.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;1;23;No DOI available;y;
Context-Aware Mobile Services Transactions;Muhammad Younas, Soraya Kouadri Mostéfaoui;2010;https://ieeexplore.ieee.org/document/5474804/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5474804;Mobile+transactions+AND+consistency_IEEEXplore.csv;IEEEXplore;5;11;10.1109/AINA.2010.157;y;
Improving the Success Rate of Concurrent Mobile Transactions by Predicting Time for Execution;Salman Abdul Moiz, Umesh Kumar Choudhary;2014;https://ieeexplore.ieee.org/document/7024677/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7024677;Mobile+transactions+AND+consistency_IEEEXplore.csv;IEEEXplore;3;0;10.1109/UNESST.2014.13;y;
Programmable electronic payment card transaction limit implemented using mobile electronic technologies;Mirko Sajić, Dušanka Bundalo, Zlatko Bundalo, Luka Sajić, Goran Kuzmić;2018;https://ieeexplore.ieee.org/document/8406035/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8406035;Mobile+transactions+AND+Embedded_IEEEXplore.csv;IEEEXplore;1;0;10.1109/MECO.2018.8406035;y;
Classification of transaction models in mobile database system;Amer O. Abu Salem, Ahmad H. Al-Qeerm;2015;https://ieeexplore.ieee.org/document/7209086/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7209086;Mobile+transactions+AND+Embedded_IEEEXplore.csv;IEEEXplore;1;0;10.1109/WSWAN.2015.7209086;y;
Critical segment based real-time E-signature for securing mobile transactions;Yanzhi Ren, Chen Wang, Yingying Chen, Mooi Choo Chuah, Jie Yang;2015;https://ieeexplore.ieee.org/document/7346804/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7346804;Mobile+transactions+AND+Embedded_IEEEXplore.csv;IEEEXplore;1;1;10.1109/CNS.2015.7346804;y;
TRM-IoT: A trust management model based on fuzzy reputation for internet of things;D Chen, G Chang, D Sun, J Li, J Jia… - Computer Science and …, 2011 - doiserbia.nb.rs;2011;http://www.doiserbia.nb.rs/ft.aspx?id=1820-02141100056C;http://www.doiserbia.nb.rs/ft.aspx?id=1820-02141100056C;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;296;No DOI available;y;
Making sense of interoperability: Protocols and Standardization initiatives in IOT;R Sutaria, R Govindachari - … on Computing and Networking for Internet …, 2013 - cymbet.com;2013;http://www.cymbet.com/pdfs/Low_power_IoT_ComNet_2013_Mindtree.pdf;http://www.cymbet.com/pdfs/Low_power_IoT_ComNet_2013_Mindtree.pdf;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;21;No DOI available;y;
Ontologies for the transactions on IoT;C Qu, F Liu, M Tao - International Journal of Distributed …, 2015 - journals.sagepub.com;2015;http://journals.sagepub.com/doi/abs/10.1155/2015/934541;http://journals.sagepub.com/doi/pdf/10.1155/2015/934541;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;13;No DOI available;y;
Connection-less communication of IoT devices over LTE mobile networks;RP Jover, I Murynets - Sensing, Communication, and …, 2015 - ieeexplore.ieee.org;2015;https://ieeexplore.ieee.org/abstract/document/7338323/;https://www.researchgate.net/profile/Roger_Piqueras_Jover/publication/295080963_Connection-less_communication_of_IoT_devices_over_LTE_mobile_networks/links/5a6f9cd9458515015e61676c/Connection-less-communication-of-IoT-devices-over-LTE-mobile-networks.pdf;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;24;No DOI available;y;
Wireless mobile transaction system and the procedure for carrying out transactions with a mobile phone;A Chowdhury, M Urbanija, B Kotnik… - US Patent …, 2015 - Google Patents;2015;https://patents.google.com/patent/US9189783B2/en;No PDF available;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;13;No DOI available;y;
Wearable electronic devices and mobile transactions and/or actions;ASII Carroll - US Patent 9,519,898, 2016 - Google Patents;2016;https://patents.google.com/patent/US9519898B2/en;No PDF available;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;y;
Using CoAP Protocol for Resource Observation in IoT;SR Jan, F Khan, F Ullah, N Azim… - International Journal of …, 2016 - researchgate.net;2016;https://www.researchgate.net/profile/Fazlullah_Khan2/publication/303280240_USING_COAP_PROTOCOL_FOR_RESOURCE_OBSERVATION_IN_IOT/links/573aeb0e08ae298602e41665.pdf;https://www.researchgate.net/profile/Fazlullah_Khan2/publication/303280240_USING_COAP_PROTOCOL_FOR_RESOURCE_OBSERVATION_IN_IOT/links/573aeb0e08ae298602e41665.pdf;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;22;No DOI available;y;
Securing user identity and transactions symbiotically: IoT meets blockchain;DW Kravitz, J Cooper - Global Internet of Things Summit (GIoTS …, 2017 - ieeexplore.ieee.org;2017;https://ieeexplore.ieee.org/abstract/document/8016280/;No PDF available;Mobile+transactions+AND+IoT_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;y;
A Secure Transaction Scheme With Certificateless Cryptographic Primitives for IoT-Based Mobile Payments;Kuo-Hui Yeh;2018;https://ieeexplore.ieee.org/document/7875435/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7875435;Mobile+transactions+AND+IoT_IEEEXplore.csv;IEEEXplore;2;3;10.1109/JSYST.2017.2668389;y;
A distributed trust management model for mobile P2P networks;Xu Wu;2012;https://link.springer.com/article/10.1007/s12083-011-0103-9;https://link.springer.com/content/pdf/10.1007%2Fs12083-011-0103-9.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;7;667;https://doi.org/10.1007/s12083-011-0103-9;y;
Method and system for securing transactions made through a mobile communication device;M Fisher, R Guha - US Patent 8,290,433, 2012 - Google Patents;2012;https://patents.google.com/patent/US8290433B2/en;No PDF available;portable+device*+AND+transaction*+AND+mobile_GoogleScholar.csv;GoogleScholar;4;136;No DOI available;y;
Hierarchical and QoS-Aware Routing in Multihop Wireless Mesh Networks;Paolo Bucciol,    Frank Y. Li,    Nikos Fragoulis…;2009;https://link.springer.com/chapter/10.1007/978-1-84800-909-7_3;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;9;71;https://doi.org/10.1007/978-1-84800-909-7_3;y;
Ensuring Mobile Databases Interoperability in Ad Hoc Configurable Environments: A Plug-and-Play Approach;Angelo Brayner,    José de Aguiar Moraes Filho…;2009;https://link.springer.com/chapter/10.1007/978-3-642-02196-1_8;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;No cite count available;https://doi.org/10.1007/978-3-642-02196-1_8;y;
Intelligent Middle-Ware Architecture for Mobile Networks;Rayene Ben Rayana,    Jean-Marie Bonnin;2009;https://link.springer.com/chapter/10.1007/978-3-642-01802-2_4;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;12;No cite count available;https://doi.org/10.1007/978-3-642-01802-2_4;y;
Routing for disruption tolerant networks: taxonomy and design;Thrasyvoulos Spyropoulos,    Rao Naveed Bin Rais,    Thierry Turletti…;2010;https://link.springer.com/article/10.1007/s11276-010-0276-9;https://link.springer.com/content/pdf/10.1007%2Fs11276-010-0276-9.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;6;163;https://doi.org/10.1007/s11276-010-0276-9;y;
True Systems Integration;Julian Ashbourn;2011;https://link.springer.com/chapter/10.1007/978-0-85729-467-8_5;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;No cite count available;https://doi.org/10.1007/978-0-85729-467-8_5;y;y
Opportunistic Content Distribution in Intermittently Connected Mobile Ad Hoc Networks;Abbas Jamalipour,    Yaozhou Ma;2011;https://link.springer.com/chapter/10.1007/978-1-4614-1572-5_2;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;24;No cite count available;https://doi.org/10.1007/978-1-4614-1572-5_2;y;
Semantic Data Caching Strategies for Location Dependent Data in Mobile Environments;N. Ilayaraja,    F. Mary Magdalene Jane…;2011;https://link.springer.com/chapter/10.1007/978-3-642-22027-2_14;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;1;https://doi.org/10.1007/978-3-642-22027-2_14;y;
Literature Review;Casey C. Grant;2012;https://link.springer.com/chapter/10.1007/978-1-4614-8277-2_2;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;95;No cite count available;https://doi.org/10.1007/978-1-4614-8277-2_2;y;y
Data Replication in Cooperative Mobile Ad-Hoc Networks;Dan Hirsch,    Sanjay Madria;2013;https://link.springer.com/article/10.1007/s11036-012-0393-z;https://link.springer.com/content/pdf/10.1007%2Fs11036-012-0393-z.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;16;4;https://doi.org/10.1007/s11036-012-0393-z;y;
Mobile Cloud Computing: A Survey, State of Art and Future Directions;M. Reza Rahimi,    Jian Ren,    Chi Harold Liu…;2014;https://link.springer.com/article/10.1007/s11036-013-0477-4;https://link.springer.com/content/pdf/10.1007%2Fs11036-013-0477-4.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;8;272;https://doi.org/10.1007/s11036-013-0477-4;y;
Mobile Web and Cloud Services;Satish Narayana Srirama;2014;https://link.springer.com/chapter/10.1007/978-1-4614-7535-4_21;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;18;22;https://doi.org/10.1007/978-1-4614-7535-4_21;y;
Mobile Communication Networks;Ghufran Al-Shiridah,    Maytham Safar…;2014;https://link.springer.com/referenceworkentry/10.1007/978-1-4614-6170-8_68;https://link.springer.com/content/pdf/10.1007%2F978-1-4614-6170-8_68.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;53;No cite count available;https://doi.org/10.1007/978-1-4614-6170-8;y;
A Fault Tolerance Approach for Mobile Agents;Munshi Navid Anjum,    Chandreyee Chowdhury…;2014;https://link.springer.com/chapter/10.1007/978-3-319-07350-7_4;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;No cite count available;https://doi.org/10.1007/978-3-319-07350-7_4;y;
Mobile M2M communication architectures, upcoming challenges, applications, and future directions;Yasir Mehmood,    Carmelita Görg…;2015;https://link.springer.com/article/10.1186/s13638-015-0479-y;https://link.springer.com/content/pdf/10.1186%2Fs13638-015-0479-y.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;24;https://doi.org/10.1186/s13638-015-0479-y;y;y
A survey on position-based routing for vehicular ad hoc networks;Jianqi Liu,    Jiafu Wan,    Qinruo Wang,    Pan Deng,    Keliang Zhou…;2016;https://link.springer.com/article/10.1007/s11235-015-9979-7;https://link.springer.com/content/pdf/10.1007%2Fs11235-015-9979-7.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;64;https://doi.org/10.1007/s11235-015-9979-7;y;
Security framework for RESTful mobile cloud computing Web services;Feda AlShahwan,    Maha Faisal,    Godwin Ansa;2016;https://link.springer.com/article/10.1007/s12652-015-0308-5;https://link.springer.com/content/pdf/10.1007%2Fs12652-015-0308-5.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;8;https://doi.org/10.1007/s12652-015-0308-5;y;
Ubiquitous Computing: Distributing Mobile Computing to Build a Global Network of Things;Johannes Lambrechts,    Saurabh Sinha;2016;https://link.springer.com/chapter/10.1007/978-3-319-28358-6_7;https://link.springer.com/content/pdf/10.1007%2F978-3-319-28358-6_7.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;2;https://doi.org/10.1007/978-3-319-28358-6_7;y;
Mobile OS and Application Protocols;R. K. Ghosh;2017;https://link.springer.com/chapter/10.1007/978-981-10-3941-6_8;https://link.springer.com/content/pdf/10.1007%2F978-981-10-3941-6_8.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;25;No cite count available;https://doi.org/10.1007/978-981-10-3941-6_8;y;y
Storage Systems for Mobile Environment;R. K. Ghosh;2017;https://link.springer.com/chapter/10.1007/978-981-10-3941-6_15;https://link.springer.com/content/pdf/10.1007%2F978-981-10-3941-6_15.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;16;No cite count available;https://doi.org/10.1007/978-981-10-3941-6_15;y;
Cloud Computing, Virtualisation, Storage and Networking;Andriy Luntovskyy,    Josef Spillner;2017;https://link.springer.com/chapter/10.1007/978-3-658-14842-3_4;https://link.springer.com/content/pdf/10.1007%2F978-3-658-14842-3_4.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;No cite count available;https://doi.org/10.1007/978-3-658-14842-3_4;y;
A Priority Heuristic Policy in Mobile Distributed Real-Time Database System;Prakash Kumar Singh,    Udai Shanker;2018;https://link.springer.com/chapter/10.1007/978-981-10-8360-0_20;https://link.springer.com/content/pdf/10.1007%2F978-981-10-8360-0_20.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;12;No cite count available;https://doi.org/10.1007/978-981-10-8360-0_20;y;y
Exploring delay-aware transactions in heterogenous mobile environments,”;B Ayari, A Khelil, N Suri - Journal of Software, 2009 - pdfs.semanticscholar.org;2009;https://pdfs.semanticscholar.org/30df/4942277fc6fe5636ee55c585ace5b63eb77e.pdf;https://pdfs.semanticscholar.org/30df/4942277fc6fe5636ee55c585ace5b63eb77e.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;y;y
Connectivity and critical point behavior in mobile ad hoc and sensor networks;TH Kim, D Tipper… - … and Communications, 2009 …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5202371/;https://www.researchgate.net/profile/David_Tipper/publication/221504591_Connectivity_and_critical_point_behavior_in_mobile_ad_hoc_and_sensor_networks/links/02bfe51392e124dd35000000.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;17;No DOI available;y;
Quantifying connectivity of grid-based Wireless Sensor Networks under practical errors;MAT Fadi, SH Hossam… - Local Computer Networks …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5735706/;http://www.queenstrl.ca/uploads/4/6/3/1/4631596/quantifying_connectivity_of_grid-based_wireless_sensor_networks_under_practical_errors.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;y;
Perturbation-Resilient Atomic Commit Protocols for Mobile Environments;B Ayari - 2010 - tuprints.ulb.tu-darmstadt.de;2010;http://tuprints.ulb.tu-darmstadt.de/2274/;http://tuprints.ulb.tu-darmstadt.de/2274/1/TUD-BrahimAyari-PhDThesis.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;2;No DOI available;y;y
On the design of perturbation-resilient atomic commit protocols for mobile transactions;B Ayari, A Khelil, N Suri - ACM Transactions on Computer Systems …, 2011 - dl.acm.org;2011;https://dl.acm.org/citation.cfm?id=2003691;https://www.tk.informatik.tu-darmstadt.de/fileadmin/user_upload/GROUP_DEEDS/Publications/Publication/ayari_acmtocs_2011.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;3;10;No DOI available;y;y
Resilient key establishment for mobile sensor networks;K Karaca, A Levi - … in Sensor Systems and Workshops (DCOSS …, 2011 - ieeexplore.ieee.org;2011;https://ieeexplore.ieee.org/abstract/document/5982207/;No PDF available;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;2;No DOI available;y;
An energy and memory-efficient key management scheme for mobile heterogeneous sensor networks;SU Khan, C Pastrone, L Lavagno… - Risk and Security of …, 2011 - ieeexplore.ieee.org;2011;https://ieeexplore.ieee.org/abstract/document/6061832/;https://iris.polito.it/retrieve/handle/11583/2458628/55107/KhanKeyManagement-CameraReady.pdfPOLITECNICO;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;27;No DOI available;y;
Design of secure mobile payment protocols for restricted connectivity scenarios;JA Téllez Isaac - 2012 - upcommons.upc.edu;2012;https://upcommons.upc.edu/handle/2117/94695;https://upcommons.upc.edu/bitstream/handle/2117/94695/TJTI1de1.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;y;
The influence of communication range on connectivity for resilient wireless sensor networks using a probabilistic approach;Y Huang, JF Martínez, J Sendra… - International Journal of …, 2013 - journals.sagepub.com;2013;http://journals.sagepub.com/doi/abs/10.1155/2013/482727;http://journals.sagepub.com/doi/full/10.1155/2013/482727;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;17;No DOI available;y;
Localized algorithm to improve connectivity and topological resilience of multi-hop wireless networks;TH Kim, D Tipper, P Krishnamurthy - Journal of information and …, 2013 - koreascience.or.kr;2013;http://www.koreascience.or.kr/article/ArticleFullRecord.jsp?cn=E1ICAW_2013_v11n2_69;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.898.1241&rep=rep1&type=pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;10;No DOI available;y;
Resilient PUMA (Protocol for Unified Multicasting through Announcement) against Internal Attacks in Mobile Ad Hoc Networks;AM Pushpa, K Kathiravan - Advances in Computing …, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6637473/;No PDF available;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;y;
GMTC: A generalized commit approach for hybrid mobile environments;B Ayari, A Khelil, N Suri - IEEE Transactions on Mobile …, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6319302/;http://www1.deeds.informatik.tu-darmstadt.de/External/PublicationData/0/TMC-GMTC.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;y;y
The role of IoT in network resilience;H Petersen, E Baccelli, M Wählisch, TC Schmidt… - 2014 - hal.inria.fr;2014;https://hal.inria.fr/hal-01010891/;https://hal.inria.fr/docs/01/01/08/91/PDF/RR-8552.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;y;
MCloudDB: A Mobile Cloud Database Service Framework;L Lei, S Sengupta, T Pattanaik… - Mobile Cloud Computing …, 2015 - ieeexplore.ieee.org;2015;https://ieeexplore.ieee.org/abstract/document/7130864/;https://www.researchgate.net/profile/Jerry_Gao/publication/273635400_MCloudDB_A_Mobile_Cloud_Database_Service_Framework/links/5509346b0cf27e990e0e0777/MCloudDB-A-Mobile-Cloud-Database-Service-Framework.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;y;
Measuring the resilience of mobile ad hoc networks with human walk patterns;D Zhang, JPG Sterbenz - Reliable Networks Design and …, 2015 - ieeexplore.ieee.org;2015;https://ieeexplore.ieee.org/abstract/document/7325224/;https://www.researchgate.net/profile/Dongsheng_Zhang7/publication/306033166_Measuring_the_resilience_of_mobile_ad_hoc_networks_with_human_walk_patterns/links/5ab09577a6fdcc1bc0be1d6f/Measuring-the-resilience-of-mobile-ad-hoc-networks-with-human-walk-patterns.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;6;No DOI available;y;
Resilient and decentralized control of multi-level cooperative mobile networks to maintain connectivity under adversarial environment;J Chen, Q Zhu - Decision and Control (CDC), 2016 IEEE 55th …, 2016 - ieeexplore.ieee.org;2016;https://ieeexplore.ieee.org/abstract/document/7799062/;https://arxiv.org/pdf/1505.07158;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;13;No DOI available;y;
A resilient cybersecurity framework for Mobile Financial Services (MFS);S Ambore, C Richardson, H Dogan… - Journal of Cyber …, 2017 - Taylor & Francis;2017;https://www.tandfonline.com/doi/abs/10.1080/23742917.2017.1386483;https://www.tandfonline.com/doi/full/10.1080/23742917.2017.1386483;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;y;
A Multi-Layer Feedback System Approach to Resilient Connectivity of Remotely Deployed Mobile Internet of Things;MJ Farooq, Q Zhu - IEEE Transactions on Cognitive …, 2018 - ieeexplore.ieee.org;2018;https://ieeexplore.ieee.org/abstract/document/8360491/;https://arxiv.org/pdf/1805.05824;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;y;y
Multipath Routing Techniques in Wireless Sensor Networks: A Survey;Kewei Sha,    Jegnesh Gehlot,    Robert Greve;2013;https://link.springer.com/article/10.1007/s11277-012-0723-2;https://link.springer.com/content/pdf/10.1007%2Fs11277-012-0723-2.pdf;Resilient+connectivity+AND+mobile+transactions_SpringerLink.csv;SpringerLink;4;67;https://doi.org/10.1007/s11277-012-0723-2;y;
A mobility and congestion resilient data management system for distributed mobile networks;Z Li, H Shen - Mobile Adhoc and Sensor Systems, 2009. MASS …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5336942/;No PDF available;Resilient+connectivity+AND+mobility_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;y;
