title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;take
Payment card terminal for mobile phones;BM Abifaker - US Patent 8,909,553, 2014 - Google Patents;2014;https://patents.google.com/patent/US8909553B2/en;No PDF available;Mobile+transaction+protocols_GoogleScholar.csv;GoogleScholar;1;138;No DOI available;
Micropayment financial transaction process utilizing wireless network processing;MA Khan, JM Fernandes, KD Brown - US Patent 7,127,236, 2006 - Google Patents;2006;https://patents.google.com/patent/US7127236B2/en;No PDF available;Mobile+transaction+protocols_GoogleScholar.csv;GoogleScholar;1;503;No DOI available;y
Algorithms and protocols for wireless and mobile ad hoc networks;A Boukerche - 2008 - books.google.com;2008;https://books.google.de/books?hl=de&lr=&id=bI05X9-4tw8C&oi=fnd&pg=PR7&dq=Mobile+transaction+protocols&ots=In_8RT84nJ&sig=pJr1m-wS06ODUACwq0Uy2H2l2BQ;http://www.academia.edu/download/42823449/Performance_Issues_in_Vehicular_Ad_Hoc_N20160218-26601-19nwnev.pdf;Mobile+transaction+protocols_GoogleScholar.csv;GoogleScholar;1;321;No DOI available;
Mobile e-mail document transaction service;MA Eldridge, MJ Flynn, CM Jones, MFE Kleyn… - US Patent …, 2002 - Google Patents;2002;https://patents.google.com/patent/US6487189B1/en;No PDF available;Mobile+transaction+protocols_GoogleScholar.csv;GoogleScholar;1;51;No DOI available;
Convergent communications platform and method for mobile and electronic commerce in a heterogeneous network environment;SJ Joyce, PC Gupta, AKR Eanuga, MS Vaidya… - US Patent …, 2015 - Google Patents;2015;https://patents.google.com/patent/US9098958B2/en;No PDF available;Mobile+transaction+protocols_GoogleScholar.csv;GoogleScholar;1;378;No DOI available;
GSM networks: protocols, terminology, and implementation;G Heine, M Horrer - 1999 - dl.acm.org;1999;https://dl.acm.org/citation.cfm?id=553042;No PDF available;Mobile+transaction+protocols_GoogleScholar.csv;GoogleScholar;1;281;No DOI available;
A critical review of mobile payment research;T Dahlberg, J Guo, J Ondrus - Electronic Commerce Research and …, 2015 - Elsevier;2015;https://www.sciencedirect.com/science/article/pii/S156742231500054X;http://daneshyari.com/article/preview/379572.pdf;Mobile+transaction+protocols_GoogleScholar.csv;GoogleScholar;1;132;No DOI available;
Effects on correlation between two mobile radio base-station antennas;WCY Lee - IEEE Transactions on Vehicular Technology, 1973 - ieeexplore.ieee.org;1973;https://ieeexplore.ieee.org/abstract/document/1622173/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;431;No DOI available;
The performance enhancement of multibeam adaptive base-station antennas for cellular land mobile radio systems;SC Swales, MA Beach, DJ Edwards… - IEEE Transactions on …, 1990 - ieeexplore.ieee.org;1990;https://ieeexplore.ieee.org/abstract/document/54956/;https://research-information.bristol.ac.uk/files/2990552/swales_IEEE_TransVT_Feb%201990.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;549;No DOI available;
Base station polarization diversity reception for mobile radio;S Kozono, T Tsuruhara… - IEEE Transactions on …, 1984 - ieeexplore.ieee.org;1984;https://ieeexplore.ieee.org/abstract/document/1623221/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;220;No DOI available;
Polarization diversity system for mobile radio;WCY Lee, Y Yeh - IEEE Transactions on Communications, 1972 - ieeexplore.ieee.org;1972;https://ieeexplore.ieee.org/abstract/document/1091263/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;384;No DOI available;
Empirical formula for propagation loss in land mobile radio services;M Hata - IEEE transactions on Vehicular Technology, 1980 - ieeexplore.ieee.org;1980;https://ieeexplore.ieee.org/abstract/document/1622772/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;3200;No DOI available;
Mobile transactions using authorized tokens;MA Calman - US Patent App. 13/553,511, 2014 - Google Patents;2014;https://patents.google.com/patent/US20140025581A1/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;62;No DOI available;y
Adaptive antennas at the mobile and base stations in an OFDM/TDMA system;KK Wong, RSK Cheng, KB Letaief… - IEEE transactions on …, 2001 - ieeexplore.ieee.org;2001;https://ieeexplore.ieee.org/abstract/document/898262/;http://discovery.ucl.ac.uk/13261/1/13261.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;316;No DOI available;
Diversity antennas for base and mobile stations in land mobile communication systems;Y YAMADA, K KAGOSHIMA… - IEICE Transactions on …, 1991 - search.ieice.org;1991;https://search.ieice.org/bin/summary.php?id=e74-b_10_3202;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;78;No DOI available;
Polarization diversity in mobile communications;RG Vaughan - IEEE Transactions on Vehicular Technology, 1990 - ieeexplore.ieee.org;1990;https://ieeexplore.ieee.org/abstract/document/130998/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;500;No DOI available;
Operating system having external media layer, workflow layer, internal media layer, and knowledge base for routing media events between transactions;CCM Beck, JM Berke, JA Johnstone… - US Patent …, 2000 - Google Patents;2000;https://patents.google.com/patent/US6108711A/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;2;374;No DOI available;
Mobile propagation loss and delay spread characteristics with a low base station antenna on an urban road;S Kozono, A Taguchi - … Transactions on vehicular technology, 1993 - ieeexplore.ieee.org;1993;https://ieeexplore.ieee.org/abstract/document/192393/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;73;No DOI available;
A dynamic authentication scheme for mobile transactions;B Sathish Babu, P Venkataram - International Journal of Netwok Security, 2009 - Citeseer;2009;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.155.4468&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.155.4468&rep=rep1&type=pdf;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;2;37;No DOI available;y
Distributing authorized tokens to conduct mobile transactions;MA Calman - US Patent App. 13/553,423, 2014 - Google Patents;2014;https://patents.google.com/patent/US20140025585A1/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;45;No DOI available;y
Interactive system for and method of performing financial transactions from a user base;PH Nel - US Patent 6,363,364, 2002 - Google Patents;2002;https://patents.google.com/patent/US6363364B1/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;86;No DOI available;
Mobile communications and mobile services;K Siau, Z Shen - International Journal of Mobile Communications, 2003 - researchgate.net;2003;https://www.researchgate.net/profile/Keng_Siau/publication/220474832_Mobile_Communications_and_Mobile_Services/links/5a94f14c0f7e9ba42970de1b/Mobile-Communications-and-Mobile-Services.pdf;https://www.researchgate.net/profile/Keng_Siau/publication/220474832_Mobile_Communications_and_Mobile_Services/links/5a94f14c0f7e9ba42970de1b/Mobile-Communications-and-Mobile-Services.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;319;No DOI available;
Image base inquiry system for search engines for mobile telephones with integrated camera;H Neven Sr - US Patent 8,421,872, 2013 - Google Patents;2013;https://patents.google.com/patent/US8421872B2/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;398;No DOI available;
Base-station tracking in mobile communications using a switched parasitic antenna array;SL Preston, DV Thiel, TA Smith… - IEEE Transactions on …, 1998 - ieeexplore.ieee.org;1998;https://ieeexplore.ieee.org/abstract/document/686771/;https://research-repository.griffith.edu.au/bitstream/handle/10072/12306/9239.pdf?sequence=1&isAllowed=y;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;163;No DOI available;
Mobile device base station;S Forstall, GN Christie, RE Borchers, K Tiene - US Patent 8,463,238, 2013 - Google Patents;2013;https://patents.google.com/patent/US8463238B2/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;284;No DOI available;
Point of sale for mobile transactions;CF Baldwin, B Barnes, W Heinmiller, P Kenny… - US Patent …, 2015 - Google Patents;2015;https://patents.google.com/patent/US9129273B2/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;26;No DOI available;
Studies of base-station antenna height effects on mobile radio;WCY Lee - IEEE Transactions on Vehicular Technology, 1980 - ieeexplore.ieee.org;1980;https://ieeexplore.ieee.org/abstract/document/1622762/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;42;No DOI available;
Secure location verification with hidden and mobile base stations;K Rasmussen, M Srivastava - IEEE Transactions on Mobile …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4384494/;http://www.cs.ox.ac.uk/files/6494/covert.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;135;No DOI available;
Device Method & System For Facilitating Mobile Transactions;N Rubinstein - US Patent App. 11/759,957, 2008 - Google Patents;2008;https://patents.google.com/patent/US20080305769A1/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;22;No DOI available;y
Mobile telephone system and method for carrying out financial transactions using a mobile telephone system;HT Vatanen - US Patent 6,169,890, 2001 - Google Patents;2001;https://patents.google.com/patent/US6169890B1/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;128;No DOI available;
Base station placement for in-building mobile communication systems to yield high capacity and efficiency;KS Butterworth, KW Sowerby… - IEEE Transactions on …, 2000 - ieeexplore.ieee.org;2000;https://ieeexplore.ieee.org/abstract/document/843133/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;88;No DOI available;
Location estimation and trajectory prediction for cellular networks with mobile base stations;PN Pathirana, AV Savkin, S Jha - IEEE Transactions on Vehicular …, 2004 - researchgate.net;2004;https://www.researchgate.net/profile/Pubudu_Pathirana/publication/3155303_Location_Estimation_and_Trajectory_Prediction_for_Cellular_Networks_With_Mobile_Base_Stations/links/0deec51beeb720d390000000.pdf;https://www.researchgate.net/profile/Pubudu_Pathirana/publication/3155303_Location_Estimation_and_Trajectory_Prediction_for_Cellular_Networks_With_Mobile_Base_Stations/links/0deec51beeb720d390000000.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;79;No DOI available;
The performance of polarization diversity schemes at a base station in small/micro cells at 1800 MHz;JJA Lempiainen… - IEEE Transactions on …, 1998 - ieeexplore.ieee.org;1998;https://ieeexplore.ieee.org/abstract/document/704863/;https://www.researchgate.net/profile/Jaana_Laiho/publication/3154144_'The_Performance_of_Polarization_Diversity_Schemes_at_a_Base-Station_in_SmallMicro_Cells_at_1800MHz'/links/5512adb90cf270fd7e33284d.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;108;No DOI available;
Mobile-phone-based wagering game account transactions;VK Agarwal, DR Buchholz, MC Pace - US Patent 8,430,745, 2013 - Google Patents;2013;https://patents.google.com/patent/US8430745B2/en;https://patentimages.storage.googleapis.com/b3/e9/cc/6e329f435d5564/US8430745.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;49;No DOI available;
Advantages of CDMA and spread spectrum techniques over FDMA and TDMA in cellular mobile radio applications;P Jung, PW Baier, A Steil - IEEE Transactions on Vehicular …, 1993 - ieeexplore.ieee.org;1993;https://ieeexplore.ieee.org/abstract/document/231889/;http://cs-www.cs.yale.edu/homes/yry/readings/wireless/wireless_readings/article7.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;303;No DOI available;
Dependence of the occupational exposure to mobile phone base stations on the properties of the antenna and the human body;MC Gosselin, A Christ, S Kühn… - IEEE Transactions on …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/4806037/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;37;No DOI available;
Highly dynamic destination-sequenced distance-vector routing (DSDV) for mobile computers;CE Perkins, P Bhagwat - ACM SIGCOMM computer communication …, 1994 - dl.acm.org;1994;https://dl.acm.org/citation.cfm?id=190336;https://courses.cs.washington.edu/courses/cse461/07wi/lectures/dsdv.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;10461;No DOI available;
Systems, methods and apparatus for facilitating transactions using a mobile device;B Dragt - US Patent 8,606,638, 2013 - Google Patents;2013;https://patents.google.com/patent/US8606638B2/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;2;134;No DOI available;y
Security token for mobile near field communication transactions;CF Baldwin, B Barnes, PJ Kenny, SI Khoshaba… - US Patent …, 2014 - Google Patents;2014;https://patents.google.com/patent/US8818867B2/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;2;92;No DOI available;
(How) can mobile agents do secure electronic transactions on untrusted hosts? A survey of the security issues and the current solutions;J Claessens, B Preneel, J Vandewalle - ACM Transactions on Internet …, 2003 - dl.acm.org;2003;https://dl.acm.org/citation.cfm?id=643479;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;108;No DOI available;y
A simple active damping control for compliant base manipulators;JY Lew, SM Moon - IEEE/ASME Transactions on Mechatronics, 2001 - ieeexplore.ieee.org;2001;https://ieeexplore.ieee.org/abstract/document/951368/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;60;No DOI available;
System and process for remote payments and transactions in real time by mobile telephone;M Brandes, JM Vega, P Hernandez, I Simon… - US Patent App. 11 …, 2007 - Google Patents;2007;https://patents.google.com/patent/US20070027803A1/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;89;No DOI available;y
Method To Make Payment Or Charge Safe Transactions Using Programmable Mobile Telephones;FB Bayod, JB Bayod, FB Bayod - US Patent App. 11/658,950, 2008 - Google Patents;2008;https://patents.google.com/patent/US20080091614A1/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;65;No DOI available;
Secure and Authenticated Transactions with Mobile Devices;J Sun, D Zhou - US Patent App. 13/868,844, 2013 - Google Patents;2013;https://patents.google.com/patent/US20130278622A1/en;https://patentimages.storage.googleapis.com/21/ba/e4/fe968cdb54307e/US20130278622A1.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;43;No DOI available;y
Motet: Mobile transactions using electronic tickets;D Quercia, S Hailes - Security and Privacy for Emerging Areas …, 2005 - ieeexplore.ieee.org;2005;https://ieeexplore.ieee.org/abstract/document/1607593/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;2;19;No DOI available;y
On the estimation of SAR and compliance distance related to RF exposure from mobile communication base station antennas;BÖ Thors, ML Strydom, BÖ Hansson… - IEEE Transactions …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4667651/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;30;No DOI available;
System and method for mobile payment transactions;S Goldthwaite, W Graylin - US Patent App. 13/305,625, 2012 - Google Patents;2012;https://patents.google.com/patent/US20120072350A1/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;95;No DOI available;y
Mobile communication device near field communication (NFC) transactions;M Fisher, R Guha - US Patent 9,378,493, 2016 - Google Patents;2016;https://patents.google.com/patent/US9378493B2/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;63;No DOI available;
Power control for a spread spectrum cellular mobile radio system;RW Nettleton, H Alavi - Vehicular Technology Conference …, 1983 - ieeexplore.ieee.org;1983;https://ieeexplore.ieee.org/abstract/document/1623141/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;268;No DOI available;
Mining cluster-based temporal mobile sequential patterns in location-based service environments;EHC Lu, VS Tseng, SY Philip - … transactions on knowledge and …, 2011 - ieeexplore.ieee.org;2011;https://ieeexplore.ieee.org/abstract/document/5560659/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.717.2363&rep=rep1&type=pdf;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;2;94;No DOI available;
Distributed wireless channel allocation in networks with mobile base stations;S Nesargi, R Prakash - … transactions on vehicular technology, 2002 - ieeexplore.ieee.org;2002;https://ieeexplore.ieee.org/abstract/document/1175196/;https://www.computer.org/csdl/proceedings/infcom/1999/5417/02/00751394.pdf;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;59;No DOI available;
Base and mobile station antennas for land mobile radio systems;Y Yamada, Y EBINE… - IEICE TRANSACTIONS on …, 1991 - search.ieice.org;1991;https://search.ieice.org/bin/summary.php?id=e74-b_6_1547;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;51;No DOI available;
A power-spectral theory of propagation in the mobile-radio environment;MJ Gans - IEEE Transactions on Vehicular Technology, 1972 - ieeexplore.ieee.org;1972;https://ieeexplore.ieee.org/abstract/document/1622098/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;470;No DOI available;
Processing merchant point-of-sale transactions using a mobile subscriber device;D Benco, S Mahajan, B Sheen, S True - US Patent App. 11/280,550, 2007 - Google Patents;2007;https://patents.google.com/patent/US20070108269A1/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;50;No DOI available;
Dynamic windowing system in a transaction base network for a client to request transactions of transient programs at a server;ML Brandt, JV DiCecco, JR Hansen, TJ O'keefe… - US Patent …, 1999 - Google Patents;1999;https://patents.google.com/patent/US5920696A/en;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;87;No DOI available;
A comparison of some channel assignment strategies in large-scale mobile communications systems;D Cox, D Reudink - IEEE Transactions on Communications, 1972 - ieeexplore.ieee.org;1972;https://ieeexplore.ieee.org/abstract/document/1091134/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;148;No DOI available;
Development perspectives, firm strategies and applications in mobile commerce;F Buellingen, M Woerter - Journal of business Research, 2004 - Elsevier;2004;https://www.sciencedirect.com/science/article/pii/S0148296302004290;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;257;No DOI available;
The PARCTAB mobile computing system;BN Schilit, N Adams, R Gold, MM Tso… - … ., Fourth Workshop on, 1993 - ieeexplore.ieee.org;1993;https://ieeexplore.ieee.org/abstract/document/348175/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.43.9880&rep=rep1&type=pdf;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;400;No DOI available;
Influence of environmental buildings on UHF land mobile radio propagation;S Kozono, K Watanabe - IEEE Transactions on …, 1977 - ieeexplore.ieee.org;1977;https://ieeexplore.ieee.org/abstract/document/1093736/;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;83;No DOI available;
Spectral efficiency improvement by base station antenna pattern control for land mobile cellular systems;T OHGANE - IEICE Transactions on Communications, 1994 - search.ieice.org;1994;https://search.ieice.org/bin/summary.php?id=e77-b_5_598;No PDF available;Mobile+transactions+AND+(BASE+OR+ACID)_GoogleScholar.csv;GoogleScholar;1;47;No DOI available;
Rayleigh fading compensation for QAM in land mobile radio communications;S Sampei, T Sunaga - … Transactions on Vehicular Technology, 1993 - ieeexplore.ieee.org;1993;https://ieeexplore.ieee.org/abstract/document/211451/;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;359;No DOI available;
XML-based representation of mobile process calculi;LG Meredith - US Patent 6,516,322, 2003 - Google Patents;2003;https://patents.google.com/patent/US6516322B1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;3;191;No DOI available;
Method and system providing advertisement using tone of ringing sounds of mobile phone and commerical transaction service in association with the same;D Kim - US Patent App. 10/220,859, 2003 - Google Patents;2003;https://patents.google.com/patent/US20030050837A1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;363;No DOI available;
Social Media Marketing Based on Transactions Using a Mobile Device and Associated Secure Element;M Fisher - US Patent App. 13/195,055, 2012 - Google Patents;2012;https://patents.google.com/patent/US20120029990A1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;74;No DOI available;
Modeling and compensation of the dynamic interaction of a mobile manipulator;Y Yamamoto, X Yun - Robotics and Automation, 1994 …, 1994 - ieeexplore.ieee.org;1994;https://ieeexplore.ieee.org/abstract/document/350960/;https://pdfs.semanticscholar.org/c3f8/95ac8a58164de18e90b5a62157122f0061e7.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;88;No DOI available;
Consumer transaction-based marketing of goods and services;L Napier, S Graham - US Patent App. 10/607,677, 2004 - Google Patents;2004;https://patents.google.com/patent/US20040199422A1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;148;No DOI available;
Mobile phone with electronic transaction card;SG Narendra, P Tadepalli, TN Spitzer - US Patent 7,828,214, 2010 - Google Patents;2010;https://patents.google.com/patent/US7828214B2/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;3;113;No DOI available;
Sensor fusion for mobile robot dead-reckoning with a precision-calibrated fiber optic gyroscope;H Chung, L Ojeda, J Borenstein - Robotics and Automation …, 2001 - ieeexplore.ieee.org;2001;https://ieeexplore.ieee.org/abstract/document/933174/;http://webee.technion.ac.il/control/info/Projects/Students/uri_ofir/papers/borgyro.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;4;170;No DOI available;
Ghosting payment account data in a mobile telephone payment transaction system;J Pharris - US Patent 8,301,500, 2012 - Google Patents;2012;https://patents.google.com/patent/US8301500B2/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;82;No DOI available;
The influence of information sensitivity compensation on privacy concern and behavioral intention;S Yang, K Wang - ACM SIGMIS Database: the DATABASE for Advances …, 2009 - dl.acm.org;2009;https://dl.acm.org/citation.cfm?id=1496937;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;60;No DOI available;
An Approach to Optimistic Commit and Transparent Compensation for E-Service Transactions.;J Ouyang, A Sahai, V Machiraju - ISCA PDCS, 2001 - fog.hpl.external.hp.com;2001;https://fog.hpl.external.hp.com/techreports/2001/HPL-2001-34.pdf;https://fog.hpl.external.hp.com/techreports/2001/HPL-2001-34.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;y
Compensation framework for long running transactions;SR Thatte, LG Meredith, M Levy, BK Mehta… - US Patent …, 2005 - Google Patents;2005;https://patents.google.com/patent/US6918053B1/en;https://patentimages.storage.googleapis.com/ae/31/9f/dbb83caddbe430/US10086032.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;55;No DOI available;y
Design and implementation of model-predictive control with friction compensation on an omnidirectional mobile robot;AGS Conceição, CET Dórea, L Martinez… - … /ASME Transactions …, 2014 - ieeexplore.ieee.org;2014;https://ieeexplore.ieee.org/abstract/document/6461945/;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;54;No DOI available;
System, Method, and Computer-Readable Medium for Mobile Payment Authentication and Authorization;H Choe, Y Choe, M Park - US Patent App. 11/855,856, 2008 - Google Patents;2008;https://patents.google.com/patent/US20080103984A1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;106;No DOI available;
Mobile device with transaction card in add-on slot;SG Narendra, TN Spitzer, P Tadepalli - US Patent 7,954,715, 2011 - Google Patents;2011;https://patents.google.com/patent/US7954715B2/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;71;No DOI available;
Reduced-complexity baseband compensation of joint Tx/Rx I/Q imbalance in mobile MIMO-OFDM;B Narasimhan, S Narayanan, H Minn… - IEEE Transactions on …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5463226/;http://www.utdallas.edu/~hxm025000/BalaTWC2010May.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;48;No DOI available;
Electronic transaction card powered by mobile device;SG Narendra, P Tadepalli, TN Spitzer - US Patent 7,954,716, 2011 - Google Patents;2011;https://patents.google.com/patent/US7954716B2/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;3;76;No DOI available;
Mobile barcode generation and payment;CA Wong, EI Shie, JM Aronoff, RCP Lin… - US Patent App. 12 …, 2010 - Google Patents;2010;https://patents.google.com/patent/US20100138344A1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;159;No DOI available;
Doppler compensation and code acquisition techniques for LEO satellite mobile radio communications;GJR Povey, J Talvitie - 1996 - IET;1996;http://digital-library.theiet.org/content/conferences/10.1049/cp_19960398;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;22;No DOI available;
Digital image stabilization by adaptive block motion vectors filtering;F Vella, A Castorina, M Mancuso… - IEEE Transactions on …, 2002 - ieeexplore.ieee.org;2002;https://ieeexplore.ieee.org/abstract/document/1037077/;https://www.researchgate.net/profile/Giuseppe_Messina2/publication/233933134_Digital_Image_Stabilization_by_Adaptive_Block_Motion_Vector_Filtering/links/54d870600cf24647581a58c7/Digital-Image-Stabilization-by-Adaptive-Block-Motion-Vector-Filtering.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;255;No DOI available;
Time-variant Doppler frequency estimation and compensation for mobile OFDM systems;J Cai, Z Li, Y Hao, J Cai - … transactions on consumer electronics, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/1649647/;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;18;No DOI available;
A transaction coordination mechanism and its compensation technology in grid environment;F Tang, M Li, J Cao - Journal of Computer Research and …, 2003 - en.cnki.com.cn;2003;http://en.cnki.com.cn/Article_en/CJFDTotal-JFYZ200312024.htm;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;y
Characteristics of CMA adaptive array for selective fading compensation in digital land mobile radio communications;T Ohgane - IEICE Trans. Commun., 1990 - ci.nii.ac.jp;1990;https://ci.nii.ac.jp/naid/10011085623/;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;33;No DOI available;
